subject,probe,structure,threshold_s,early_area_norm,late_area_norm,incline_norm,incline_ratio,n_intrusions_le_thr,nod_intrusion_off_area
CNPIX10-Charles,imec0,M2,4,0.003106851851851852,0.024595185185185185,0.02148833333333333,7.9164332121356615,9,35.716
CNPIX10-Charles,imec0,M2,5,0.003106851851851852,0.02702759259259259,0.023920740740740735,8.69935030100733,18,102.20599999999999
CNPIX10-Charles,imec0,M2,6,0.003106851851851852,0.02702759259259259,0.023920740740740735,8.69935030100733,21,117.65799999999999
CNPIX10-Charles,imec0,M2,7,0.003106851851851852,0.02702759259259259,0.023920740740740735,8.69935030100733,22,129.70466666666667
CNPIX10-Charles,imec0,M2,8,0.003106851851851852,0.029268518518518517,0.026161666666666666,9.420635393693747,25,165.836
CNPIX10-Charles,imec0,M2,9,0.003106851851851852,0.029268518518518517,0.026161666666666666,9.420635393693747,32,293.23133333333334
CNPIX10-Charles,imec0,M2,10,0.003106851851851852,0.03411111111111111,0.03100425925925926,10.979316921976515,35,342.1086666666667
CNPIX10-Charles,imec1,mPPC,0,0.021423611111111112,0.049419526143790846,0.027995915032679734,2.3067785298884544,0,0.0
CNPIX10-Charles,imec1,mPPC,1,0.021423611111111112,0.049419526143790846,0.027995915032679734,2.3067785298884544,0,0.0
CNPIX10-Charles,imec1,mPPC,2,0.021423611111111112,0.049419526143790846,0.027995915032679734,2.3067785298884544,0,0.0
CNPIX10-Charles,imec1,mPPC,3,0.021423611111111112,0.049419526143790846,0.027995915032679734,2.3067785298884544,4,17.49264705882353
CNPIX10-Charles,imec1,mPPC,4,0.021423611111111112,0.049419526143790846,0.027995915032679734,2.3067785298884544,9,37.786764705882355
CNPIX10-Charles,imec1,mPPC,5,0.021423611111111112,0.05166952614379085,0.030245915032679736,2.411802841071599,18,114.56470588235294
CNPIX10-Charles,imec1,mPPC,6,0.021423611111111112,0.05166952614379085,0.030245915032679736,2.411802841071599,21,143.10441176470587
CNPIX10-Charles,imec1,mPPC,7,0.021423611111111112,0.05166952614379085,0.030245915032679736,2.411802841071599,22,148.85588235294117
CNPIX10-Charles,imec1,mPPC,8,0.021423611111111112,0.053229983660130716,0.03180637254901961,2.484641052531223,25,171.93235294117648
CNPIX10-Charles,imec1,mPPC,9,0.021423611111111112,0.053229983660130716,0.03180637254901961,2.484641052531223,32,310.5838235294118
CNPIX10-Charles,imec1,mPPC,10,0.021423611111111112,0.058166666666666665,0.03674305555555556,2.7150729335494326,35,351.8573529411765
CNPIX11-Adrian,imec0,Cg1,0,0.0007451131687242799,0.0024706790123456795,0.0017255658436213996,3.3158439765274426,0,0.0
CNPIX11-Adrian,imec0,Cg1,1,0.0007451131687242799,0.0024706790123456795,0.0017255658436213996,3.3158439765274426,0,0.0
CNPIX11-Adrian,imec0,Cg1,2,0.0007451131687242799,0.0024706790123456795,0.0017255658436213996,3.3158439765274426,0,0.0
CNPIX11-Adrian,imec0,Cg1,3,0.0007451131687242799,0.0024706790123456795,0.0017255658436213996,3.3158439765274426,0,0.0
CNPIX11-Adrian,imec0,Cg1,4,0.0007451131687242799,0.0024706790123456795,0.0017255658436213996,3.3158439765274426,1,7.205555555555555
CNPIX11-Adrian,imec0,Cg1,5,0.0007451131687242799,0.0024706790123456795,0.0017255658436213996,3.3158439765274426,1,7.205555555555555
CNPIX11-Adrian,imec0,Cg1,6,0.0007451131687242799,0.0024706790123456795,0.0017255658436213996,3.3158439765274426,1,7.205555555555555
CNPIX11-Adrian,imec0,Cg1,7,0.0007451131687242799,0.0024706790123456795,0.0017255658436213996,3.3158439765274426,1,7.205555555555555
CNPIX11-Adrian,imec0,Cg1,8,0.0007451131687242799,0.0024706790123456795,0.0017255658436213996,3.3158439765274426,1,7.205555555555555
CNPIX11-Adrian,imec0,Cg1,9,0.0007451131687242799,0.0024706790123456795,0.0017255658436213996,3.3158439765274426,1,7.205555555555555
CNPIX11-Adrian,imec0,Cg1,10,0.0007451131687242799,0.0024706790123456795,0.0017255658436213996,3.3158439765274426,1,7.205555555555555
CNPIX11-Adrian,imec1,mPPC,0,0.0,0.00013715277777777776,0.00013715277777777776,,0,0.0
CNPIX11-Adrian,imec1,mPPC,1,0.0,0.00013715277777777776,0.00013715277777777776,,0,0.0
CNPIX11-Adrian,imec1,mPPC,2,0.0,0.00013715277777777776,0.00013715277777777776,,0,0.0
CNPIX11-Adrian,imec1,mPPC,3,0.0,0.00013715277777777776,0.00013715277777777776,,0,0.0
CNPIX11-Adrian,imec1,mPPC,4,0.0,0.00013715277777777776,0.00013715277777777776,,1,7.916666666666666
CNPIX11-Adrian,imec1,mPPC,5,0.0,0.00013715277777777776,0.00013715277777777776,,1,7.916666666666666
CNPIX11-Adrian,imec1,mPPC,6,0.0,0.00013715277777777776,0.00013715277777777776,,1,7.916666666666666
CNPIX11-Adrian,imec1,mPPC,7,0.0,0.00013715277777777776,0.00013715277777777776,,1,7.916666666666666
CNPIX11-Adrian,imec1,mPPC,8,0.0,0.00013715277777777776,0.00013715277777777776,,1,7.916666666666666
CNPIX11-Adrian,imec1,mPPC,9,0.0,0.00013715277777777776,0.00013715277777777776,,1,7.916666666666666
CNPIX11-Adrian,imec1,mPPC,10,0.0,0.00013715277777777776,0.00013715277777777776,,1,7.916666666666666
CNPIX12-Santiago,imec0,M2,0,0.004392249103942652,0.008478046594982079,0.0040857974910394265,1.9302289998469935,0,0.0
CNPIX12-Santiago,imec0,M2,1,0.004392249103942652,0.008478046594982079,0.0040857974910394265,1.9302289998469935,0,0.0
CNPIX12-Santiago,imec0,M2,2,0.004392249103942652,0.008478046594982079,0.0040857974910394265,1.9302289998469935,0,0.0
CNPIX12-Santiago,imec0,M2,3,0.004392249103942652,0.008478046594982079,0.0040857974910394265,1.9302289998469935,0,0.0
CNPIX12-Santiago,imec0,M2,4,0.004392249103942652,0.008478046594982079,0.0040857974910394265,1.9302289998469935,0,0.0
